beer_name,page_&_comment_number,rating,comment
Toppling Goliath Mornin' Delight,"(2, 15)",4.7,"I'm rating batch 2 since b3 and b4 were not very good IMO. Another TG maple bomb. Aromas of maple and coffee are super prevalent. Flavors are maple and smooth roasted coffee. This blend is so smooth it's like drinking a maple coffee frappe. Feel is spot on. Overall, this is outstanding."
Toppling Goliath Mornin' Delight,"(2, 16)",3.7,"12 oz. bottle from the brewery. (Really damn expensive. Plus you needed to win a raffle to buy and be present with the proper email notification) flavor and aroma are a mirror. Flavor is maple syrup, roasted coffee, weak chocolate, and is almost sticky sweet. The maple syrup comes through really strong. Brownie batter in waves. Really makes this overly sweet. Gosh, talk about an over hyped stout! Yikes !"
Toppling Goliath Mornin' Delight,"(2, 17)",4,"Top 5 bottle from AFH! Thanks d000d! 12oz bottle, 3 ways in stemware at 45F. Alcohol legs for days, looks like marmalade in the glass. Smells like maple syrup and kahlua! Whoa, very sweet. LOADS of maple syrup, kahlua for sure. it's very sweet, maybe even akin to a little bit of soy sauce. This beer is so intense with flavor. It's good. not hiding any of the adjuncts."
Toppling Goliath Mornin' Delight,"(2, 18)",4.3,"Bottle shared with brother& his two friends. Black opaque with foamy brown head. Smooth texture, full almost thick body, coffee/chocolate-ish malt flavors, huge maple aroma & mellow flavor."
Toppling Goliath Mornin' Delight,"(2, 19)",4.4,"Pours black with low tan head. Aroma of maple syrup, coffee, very rich coffee, it's really maple and coffee at this point. Taste is overbearing maple and coffee. Rich and creamy body with soft carbonation."
Toppling Goliath Mornin' Delight,"(2, 20)",3.9,"Sampled at Hunahpu day 2017, just found some old notes. My notes say solid imperial stout with lots of vanilla and roast, but doesn't seem like it should be as hyped as it is. Maybe its about rarity, but nothing special."
Toppling Goliath Mornin' Delight,"(2, 21)",4.4,"Batch 4. I thought it would be a maple dominated but it is a coffee dominated one. Quite enjoyable but it is not a balanced one. It is sort of ""pow pow - tons of coffee, sweetness etc."" good one though."
Toppling Goliath Mornin' Delight,"(2, 22)",5,"Che dire un portento di birra, rotonda, piena, gustosa, esagerata ma al contempo lineare, non vorresti mai finisse perch� sai che difficilmente la potrai tornare a bere. E l'essenza di quello che vorresti da una birra. Da assaggiare almeno una volta bella vita e se vi capita la seconda.... beati voi"
Toppling Goliath Mornin' Delight,"(2, 23)",4.7,"Toppling Goliath Brewing Co. - Mornin' Delight b4 (2017) 
Imperial Stout Brewed With Maple Syrup & Coffee.  


 Alkohol:  12% obj. 


 IBU:  50 


 Kolor:  Czarny, nieprzejrzysty. 


 Piana:  Nie można się do niczego tutaj przyczepić. Beżowa, wysoka, bujna, zwarta piana.
Długi czas stoi jak zaczarowna w miejscu. 
Po opróżnieniu szkła wciąż pozostaje na jego ściankach. 


 Zapach:  Aromat jest masywny! Roztacza się szerokim łukiem nad całym pomieszczeniem i wypełnia je swoją intensywnością.
Nie musisz wcale przykładać nosa do butelki, aby poczuć gigantyczną woń syropu klonowego wspieranego przez najlepszej jakości kawę.
Tylko minimalna paloność połączona z nutami pralinek belgijskich, karmelu i wiodącej wanilii.
Pomimo, że piwo jest klasycznym Imperialem aromat miażdży większość najlepszych beczkowych RIS-ów jakie piłem.
Myślę, że właśnie dla takich piw jak to powinni wymyślać dodatkową skalę zapachową.
Poezja! 


 Smak:  Na języku dominuje przyjemny syrop klonowy.
Gęsty, pachnący, świeży.
Przywołuje skojarzenia z najlepszymi naleśnikami oblanymi syropem klonowym jakie jadłem kiedyś w Las Vegas w 
jednym z amerykańskich barów śniadaniowych. 
Po chwili dochodzi do tego kawa, która już po drugim łyku zaczyna dominować.
Lekka paloność i niski stopień kwaskowatości z miejsca ustawia to piwo w gronie najlepszych kawowych RIS-ów w moim portfolio. 
Smak uzupełniają akcenty gorzkiej i mlecznej czekolady, melasy, wanilii, pralinek belgijskich, karmelu, cynamonu i marcepanu.
Gęsta, oleista i ubita jak budyń tekstura.
Procenty po mistrzowsku zamiecione pod dywan.
Na języku pełne, słodkie, jedwabiste i kremowe. Pod koniec degustacji, po solidnym ogrzaniu w dłoniach, na końcu języka pojawia się minimalna kawowa kwaskowatość. W żadnym stopniu nie wpływa to na finalny odbiór trunku.
Doskonała robota! 
 

 Wysycenie:  Niskie. 
 

 Podsumowanie:  
 

Mornin' Delight - piwo z którym wkraczam w 2018 rok. 

2-gi najlepszy Imperial Stout na świecie.

Perfekcja, doskonałość i mistrzowskie zrozumienie tematu.
To jest prawdziwie w 100-ach oddający klimat amarykański Imperial Stout.
Dodatki dorzucone do piwa: syrop klonowy i kawa perfekcyjnie podkreślają to co dla Amerykanów jest ważnym elementem ich życia.
Balans poszczególnych składowych jest jest wręcz niebywały.
Dopieszczony do granic możliwości, od opakowania, przez wygląd, a na smaku skończywszy.
Bogaty, wielowarstwowy, na długo pozostanie w mojej pamięci.
Nie jest to co prawda mój No 1, 
ale na bank znajdzie się w Top10 moich Imperiali.

⭐️⭐️⭐️Batch 4 drugi raz 12.01.2019⭐️⭐️⭐️
MD trzyma wciąż poziom. W atomacie gigantyczny syrop klonowy, ciemna gorzla czekolada. W smaku potężne double espresso. Dobry balans.4.5

💣💣💣Batch 5 (2018) 12.01.2019 💣💣💣
Mega zajebiste!Lepsze niż 17!Cudowna kawa,przepiękna czekoladka,syrop kl.17-ka więcej kwaśności oddaje od kawy.Cudowny balans!4.8"
Toppling Goliath Mornin' Delight,"(2, 24)",4.2,"Warka 4. Niezwykle gęste, oleiste. Piana minimalna - brunatna, wysycenie praktycznie zerowe. W aromacie sporo syropu klonowego i kawy - takiej świeże espresso colombiano. Wanilia praktycznie przykryta przez resztę składników. Po ogrzaniu wychodzi wyraźnie syrop klonowy. W smaku ta kawa jest wyraźnie zaznaczona - uderza swoją kwaskowatością. W smaku słodkie od początku do końca ponadto ta kawowa kwaskowatość. Ciało pełne, wzorcowe, tekstura oleista niczym olej silnikowy. Piwo z wyglądem i teksutrą w 100%, które wyciska maksimum treści z syropu klonowego oraz kawy."
Toppling Goliath Mornin' Delight,"(2, 25)",4,"Oxford tasting; batch 4, 2017
Pitch black with medium sized dark brown head. The aroma is very strong, coffee, maple, wood, dark caramel, light smoke, cake, then traces of dark fruits. Good body structure, but only moderate residual sweetness, and very high acidity from the malts; the coffee dominates, some maple syrup, also too much liquorice in the final.
Great aroma, uncoordinated flavor; beast of beer, with no elegance."
Toppling Goliath Mornin' Delight,"(2, 26)",4.1,"355ml bottle (thx, David G.!) shared at Alex's with Jamey. Batch #4, 2017. Pours a very dark brown with a dark beige head. Aroma is maple syrup, coffee, some fruity character, toffee and chocolate. Similar taste. Very nice. But it is definitely overrated."
Toppling Goliath Mornin' Delight,"(2, 27)",4.8,"Batch 4 Bottle shared with friends.After the cap was removed an amazing aroma of maple and coffee filled the room.Pours as thick and deep black as it should be.Wonderful mouthfeel.It is sticky and chewy, but not overwhelmingly thick like other similar stouts.The taste...maple, biscuit, coffee, roasted malts, all amazingly balanced.Everything is just in the right place.The ingredients are shinning in this one.Spent some days just smelling the empty bottle just to get a fix.I wouldn't mind waking up every mornin' with this delight for sure!"
Toppling Goliath Mornin' Delight,"(2, 28)",4.5,"12 oz bottle via local trade shared with Tmoney99 and drsordr from notes. Pours an oily black color with a medium sized tan head. The aroma has big maple and coffee, this is as solid a start as I've had in a while. The flavor has roasted malt, big maple syrup, big roasted coffee, dark chocolate, vanilla, a hint of smoke, big thick mouth feel, one of the best Imperial Stouts I have had."
Toppling Goliath Mornin' Delight,"(2, 29)",4.4,Sample @ GABF 2017. Pours a black color with a tan head. Has a roasted malty coffee chocolate aroma with hints of vanilla and licorice. Roasted malty coffee chocolate maple vanilla flavor. Has a roasted malty coffee chocolate maple finish with hints of licorice and vanilla.
Toppling Goliath Mornin' Delight,"(2, 30)",4.9,"It's hard to describe the perfection that is mornin delight. It's SUPER rich in malty roasty toasty chocolate goodness. The intensity of coffee, butterscotch, and maple syrup makes this beer all the more impressive being as balanced as it is. Dark brown in color. Creamy tan head.... It's hard to focus on this review. In short, this is the best beer I've ever tasted."
Toppling Goliath Mornin' Delight,"(2, 31)",4.8,"THANKS to Kraddel! #11.000! Very happy to have actually tried this one. Bomber split by 4 people. Batch # 2. Totally black, head doesn’t last. Looks even thick upon poor, this beer is insanely thick. Nose is hazelnut paste sweet but also bit bitter, herbal nuts, walnuts pure mocha syrup, bitter molasses, syrup, very big coffee, espresso with some roast, pecan, maple is way lower than you would expect. This is not the pasty stout that I expected this to be, maple is quite low, barely there but this is way more about the coffee, espresso, coffee roast, even roasted malts & it is insanely thick, easily one the thickest beers that I have ever had, tastes of hazelnut ,more roast than expected, pure thick syrup, more molasses than maple almost pure malt syrup, heavy coffee bitter finish, expresso, decent roast, lingering nuts & inanely thick. Surprisingly balanced, surprisingly coffee forward. Liked it more & more the more I drank it, surprisingly drinkable despite the thickness. Really great beer, not the beer to end all beer as many have proclaimed it but is any beer? Would love to try the BA version at some point but that one is in ultra-high demand."
Toppling Goliath Mornin' Delight,"(2, 32)",4.7,"Huge thanks to Dylan for sharing this personal whale! 🙌 Batch 2.
Nose is full on roasted coffee. Bit grainy. Huge chocolate truffle. The body is so thick, almost syrupy. very sweet too but never annoying. Immediately had sticky lips and tong from the intense sugary sweetnes. This is just straight alcoholic milk chocolate. Also reminds me of creamy high quality cappuccino. Aftertaste is a Bit burnt fruit. Like fruit compote which is nice. 
Only fault is I expected more maple. But that could have something to do with age. Love to compare this with other batches as there seems to be some differences."
Toppling Goliath Mornin' Delight,"(2, 33)",4.7,"Donker zwarte kleur met beige schuimkraag. Geur is zoet, koffie en een tikkeltje hazelnoot. Smaak is creamy koffie met mayplesyrup,een tikkeltje chocola, zoet met een kleine koffiebitterheid."
Toppling Goliath Mornin' Delight,"(2, 34)",3.8,"Sampled at GABF 2017. Pours a rich brownish black body with thin ring of lace. Mouthfeel is medium bodied - palate is met with an enormous amount of sugar at first; a bit too sweet; notes of melted fudge, maple syrup, caramel candy and vanilla frosting."
Toppling Goliath Mornin' Delight,"(2, 35)",4.7,"23-09-17 // bottle shared at Zwanze Day 2017 @ Mon Petit Café Stuttgart. Thanks for sharing! This beer is definitely worth the Hype. Such a great experience to try it. Deep black. Great boozy sweet malty nose with coffee. Taste is heavy sweet, Espresso, roasted coffee beans, maple sweetness, vanilla. Oily texture. Long Lasting bitter coffee sweet maple mouthfeel.

26-09-20 // Happy Zwanze Day 2020 at Mon Petit Café, Stuttgart. Bottle, shared. Thanks! 2020delivers as well."
Toppling Goliath Mornin' Delight,"(2, 36)",4.8,"Trzecia warka... Czarne, nieprzejrzyste. Piana brązowa, drobna. W zapachu syrop klonowy, tytoń, marcepan, tiramisu, orzechy, mleczna czekolada, kakao, kawa. W smaku bardzo dużo kwaskowej kawy, marcepan, tiramisu, syrop klonowy, trochę ciemnych owoców. Wysycenie średnie, goryczka niska, posmak orzechowy, marcepanowy, tiramisu."
Toppling Goliath Mornin' Delight,"(2, 37)",4.8,"(bottle)
Aroma: tiramisu for DAYZ !!!!, sweet coffee, intensive note of dried dark fruits.
Appearance: black, small dense head.
Taste: sweet, flavour of cacao, hazelnuts, earthy coffee, tiramisu, nutty chocolate.
Palate: full body, medium carbonation.
Overall: DAMN ! That's what I call a superb beer, I's sooo tiramisu-driven, taste is not as sweet as aroma indicated but still it brings to my mind a tiramisu made with super bitter earthy coffee with hazelnutty powder on it ."
Toppling Goliath Mornin' Delight,"(2, 38)",5,The best part of breakfast in a bottle. The maple syrup is heavily pronounced with a subtle background of coffee and chocolate.  It lives up to the hype.
Toppling Goliath Mornin' Delight,"(2, 39)",4.1,"(2017) Intense, sweet coffee, dark chocolate, cacao, caramel, dark, toasted malts Hazy, very dark brown, medium, creamy, beige head. Light bitter. More dark roast coffee, citrus fruits, lemon, dark, bitter, toasted malts, soft carbonation, full bodied. Beautiful Impy, intense and complex, well-balanced. Keg at GABF17, Denver. 4.1 (2023) 07Mar2024 Dark roast malts, cacao, chocolate, intense coffee, massive maple. Hazy, very dark brown, small, frothy, beige head. Heavy sweet. Intense, dark roast, sweet coffee, molasses, chocolate, maple, soft carb, full bod. Outstanding, rich and so balanced. Draft at Other Half Brewing Co., Brooklyn. 4.4"
